trust_code,trust_name,available_beds,occupied_beds,ae_attendances,ae_within_4h,emergency_admissions,rtt_total_waiting,rtt_over_18_weeks,provider_type_source,backlog_maintenance_cost,floor_area_m2,provider_group,provider_type_inference_source,is_acute_general,flag_specialist,flag_mental_health,flag_community,flag_ambulance,flag_non_acute,bed_occupancy_pressure,ae_delay_burden,emergency_admissions_intensity,waiting_list_burden,estates_burden,resource_capacity_strain,raw_components_available,primary_acute_eligible,rvpi_standardisation_sample,bed_occupancy_pressure_z,bed_occupancy_pressure_pct,ae_delay_burden_z,ae_delay_burden_pct,emergency_admissions_intensity_z,emergency_admissions_intensity_pct,waiting_list_burden_z,waiting_list_burden_pct,estates_burden_z,estates_burden_pct,resource_capacity_strain_z,resource_capacity_strain_pct,components_available,rvpi_z,rvpi_percentile,rvpi_rank,cluster
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,838.8,831.1555555555556,19818.0,14066.0,7307.0,109930.0,47736.0,ACUTE - TEACHING,114524322.0,170448.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9908864515445346,0.29024119487334743,8.711254172627564,0.4342399708905667,671.9018234300197,23.626609442060087,6,True,full_provider_sensitivity,0.7817255288976538,95.30201342281879,0.6308362011595731,73.75886524822694,1.0660052929020811,91.53846153846153,1.081688172693723,94.0,0.14781419920500327,72.6829268292683,-0.06460197121887895,61.53846153846154,6,0.6072445706065259,95.38461538461539,7,1
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,285.02222222222224,281.8111111111112,7127.0,5616.0,1457.0,41548.0,9872.0,ACUTE - SMALL,33363774.0,62392.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9887338219242167,0.21201066367335486,5.111882114455013,0.23760469818041782,534.7444223618413,25.005067830968343,6,True,full_provider_sensitivity,0.7638146698452124,93.95973154362416,-0.09722519449667441,40.42553191489361,-0.13462703817896962,44.61538461538462,-0.6992371948342438,17.333333333333336,-0.09215844041420074,61.951219512195124,-0.03939896824840515,66.92307692307692,6,-0.049805361054546894,25.384615384615383,98,1
RCF,AIREDALE NHS FOUNDATION TRUST,380.2111111111111,359.14444444444445,6526.0,4466.0,1977.0,28404.0,7564.0,ACUTE - SMALL,318972898.0,71565.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9445921856278676,0.31566043518234754,5.199742832929075,0.26630052105337276,4457.1074966813385,17.16414857243052,6,True,full_provider_sensitivity,0.39653614752734506,68.45637583892618,0.8674032714838242,80.85106382978722,-0.10531958745504351,46.92307692307692,-0.4393391704758855,21.333333333333336,6.770466639667792,100.0,-0.1827581823924646,23.076923076923077,6,1.217831519725928,99.23076923076923,2,1
RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,140.32222222222222,97.38888888888889,5494.0,5387.0,1297.0,21622.0,5904.0,ACUTE - SPECIALIST,68155500.0,56065.0,specialist,eric_trust_type,False,True,False,False,False,True,0.6940375326629187,0.019475791772843087,9.243012114973475,0.27305522153362316,1215.6514759653974,39.15274368516906,6,False,full_provider_sensitivity,-1.6881927030985155,4.697986577181208,-1.8890730242145524,7.801418439716312,1.2433822818799254,93.84615384615384,-0.3781618584426391,22.666666666666664,1.0991667211595268,89.75609756097562,0.21926964260543477,95.38461538461539,6,-0.23226815668513676,14.615384615384617,112,1
RCX,THE QUEEN ELIZABETH HOSPITAL KING'S LYNN NHS FOUNDATION TRUST,489.56666666666666,487.47777777777776,9086.0,6113.0,2319.0,50058.0,20792.0,ACUTE - SMALL,127781396.0,66794.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9957331880801615,0.32720669161347127,4.7368421052631575,0.41535818450597306,1913.0669820642572,18.55927010281201,6,True,full_provider_sensitivity,0.8220525847620581,97.31543624161074,0.9748598289544408,84.39716312056737,-0.2597280705832974,39.23076923076923,0.9106758619668723,92.66666666666666,2.3193753180453385,97.5609756097561,-0.157250519370279,31.538461538461537,6,0.7683308339625223,97.6923076923077,4,1
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,509.76666666666665,497.1555555555556,9444.0,5916.0,5318.0,78210.0,24146.0,ACUTE - MEDIUM,74931842.0,113242.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.9752610126637461,0.37357052096569254,10.43222389328451,0.3087328986063163,661.6965613464969,18.526123062839208,6,True,full_provider_sensitivity,0.651714759378926,87.24832214765101,1.4063501152705526,95.74468085106383,1.6400642826474525,97.6923076923077,-0.05502919115719982,31.333333333333336,0.12995892007958876,72.1951219512195,-0.1578565622901227,30.76923076923077,6,0.6025337206548662,94.61538461538461,8,1
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,572.0,493.18888888888887,15047.0,11939.0,3057.0,66896.0,25048.0,ACUTE - TEACHING,34013060.0,72295.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.8622183372183372,0.20655280122283515,5.344405594405594,0.37443195407797175,470.47596652603914,26.305944055944057,6,True,full_provider_sensitivity,-0.28885179591848203,17.449664429530202,-0.1480194162931076,37.5886524822695,-0.057064840314410684,50.0,0.540007054880764,71.33333333333334,-0.20460349165501102,54.63414634146342,-0.015614436465586343,72.3076923076923,6,-0.029024487627638956,26.923076923076923,96,1
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1233.2888888888888,1182.1,25184.0,19320.0,5571.0,177184.0,70626.0,ACUTE - LARGE,122441923.0,215900.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.958493999783776,0.23284625158831007,4.517189808641754,0.39860258262597076,567.1233117183881,20.420195322353962,6,True,full_provider_sensitivity,0.5122055741530624,73.8255033557047,0.0966835900148409,51.77304964539007,-0.3329968643222134,33.07692307692307,0.7589204010822839,87.33333333333333,-0.03550785148268304,64.8780487804878,-0.1232263484461998,42.30769230769231,6,0.1460130834998485,55.38461538461539,59,1
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,,,11899.0,11661.0,0.0,26348.0,11718.0,COMMUNITY,17340686.0,69758.0,community,eric_trust_type,False,False,False,True,False,True,,0.020001680813513723,,0.4447396386822529,248.58347429685483,,3,False,full_provider_sensitivity,,,-1.8841787776456242,8.51063829787234,,,1.1767836480024376,96.66666666666667,-0.5928299136871142,28.780487804878046,,,3,,,,
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1389.5555555555557,1240.1555555555556,36352.0,28553.0,7106.0,133666.0,51912.0,ACUTE - LARGE,104865028.0,171058.0,acute_general,eric_trust_type,True,False,False,False,False,False,0.8924836078682232,0.21454115316901412,5.113865344634575,0.3883710143192734,613.0378468121924,26.16088277626739,6,True,full_provider_sensitivity,-0.03703095703490278,30.201342281879196,-0.07367490427567014,41.843971631205676,-0.13396549771161198,45.38461538461539,0.6662531024036169,84.66666666666667,0.04482490560908941,67.8048780487805,-0.018266660059718432,70.76923076923077,6,0.07468999815513383,40.76923076923077,78,1
